layer_0
/*
0.5702,-0.8215,0.0000,0.8215,0.5702,0.0000,0.0000,-0.0000,1.0000,-19.3560,-8.7668,0.0000
0.7855,-0.6189,0.0000,0.6189,0.7855,0.0000,0.0000,-0.0000,1.0000,-19.2033,-8.9867,0.0000
0.8849,-0.4657,0.0000,0.4657,0.8849,0.0000,0.0000,-0.0000,1.0000,-18.9664,-9.1734,0.0000
0.9261,-0.3774,0.0000,0.3774,0.9261,0.0000,0.0000,-0.0000,1.0000,-18.6735,-9.3275,0.0000
0.9396,-0.3423,0.0000,0.3423,0.9396,0.0000,0.0000,-0.0000,1.0000,-18.3479,-9.4602,0.0000
0.9411,-0.3381,0.0000,0.3381,0.9411,0.0000,0.0000,-0.0000,1.0000,-18.0142,-9.5818,0.0000
0.9384,-0.3457,0.0000,0.3457,0.9384,0.0000,0.0000,-0.0000,1.0000,-17.6780,-9.7026,0.0000
0.9330,-0.3599,0.0000,0.3599,0.9330,0.0000,0.0000,-0.0000,1.0000,-17.3344,-9.8292,0.0000
0.9166,-0.3997,0.0000,0.3997,0.9166,0.0000,0.0000,-0.0000,1.0000,-16.9930,-9.9608,0.0000
0.8800,-0.4750,0.0000,0.4750,0.8800,0.0000,0.0000,-0.0000,1.0000,-16.6737,-10.1001,0.0000
0.8354,-0.5496,0.0000,0.5496,0.8354,0.0000,0.0000,-0.0000,1.0000,-16.3753,-10.2612,0.0000
0.7920,-0.6106,0.0000,0.6106,0.7920,0.0000,0.0000,-0.0000,1.0000,-16.0814,-10.4545,0.0000
0.7291,-0.6844,0.0000,0.6844,0.7291,0.0000,0.0000,-0.0000,1.0000,-15.7899,-10.6793,0.0000
0.6418,-0.7669,0.0000,0.7669,0.6418,0.0000,0.0000,-0.0000,1.0000,-15.5161,-10.9362,0.0000
0.5543,-0.8323,0.0000,0.8323,0.5543,0.0000,0.0000,-0.0000,1.0000,-15.2724,-11.2274,0.0000
0.4626,-0.8866,0.0000,0.8866,0.4626,0.0000,0.0000,-0.0000,1.0000,-15.0606,-11.5455,0.0000
0.3449,-0.9386,0.0000,0.9386,0.3449,0.0000,0.0000,-0.0000,1.0000,-14.8858,-11.8804,0.0000
0.2253,-0.9743,0.0000,0.9743,0.2253,0.0000,0.0000,-0.0000,1.0000,-14.7567,-12.2317,0.0000
0.1301,-0.9915,0.0000,0.9915,0.1301,0.0000,0.0000,-0.0000,1.0000,-14.6715,-12.6004,0.0000
0.0407,-0.9992,0.0000,0.9992,0.0407,0.0000,0.0000,-0.0000,1.0000,-14.6217,-12.9802,0.0000
-0.0497,-0.9988,0.0000,0.9988,-0.0497,-0.0000,0.0000,-0.0000,1.0000,-14.6060,-13.3638,0.0000
-0.1185,-0.9930,0.0000,0.9930,-0.1185,-0.0000,0.0000,-0.0000,1.0000,-14.6252,-13.7489,0.0000
-0.1573,-0.9876,0.0000,0.9876,-0.1573,-0.0000,0.0000,-0.0000,1.0000,-14.6707,-14.1300,0.0000
-0.1772,-0.9842,0.0000,0.9842,-0.1772,-0.0000,0.0000,-0.0000,1.0000,-14.7285,-14.4927,0.0000
-0.1866,-0.9824,0.0000,0.9824,-0.1866,-0.0000,0.0000,-0.0000,1.0000,-14.7902,-14.8356,0.0000
-0.1794,-0.9838,0.0000,0.9838,-0.1794,-0.0000,0.0000,-0.0000,1.0000,-14.8552,-15.1776,0.0000
-0.1272,-0.9919,0.0000,0.9919,-0.1272,-0.0000,0.0000,-0.0000,1.0000,-14.9188,-15.5264,0.0000
0.0050,-1.0000,0.0000,1.0000,0.0050,0.0000,0.0000,-0.0000,1.0000,-14.9631,-15.8722,0.0000
0.2473,-0.9689,0.0000,0.9689,0.2473,0.0000,0.0000,-0.0000,1.0000,-14.9614,-16.2066,0.0000
0.6064,-0.7952,0.0000,0.7952,0.6064,0.0000,0.0000,-0.0000,1.0000,-14.8852,-16.5052,0.0000
0.9270,-0.3752,0.0000,0.3752,0.9270,0.0000,0.0000,-0.0000,1.0000,-14.7218,-16.7195,0.0000
0.9911,0.1333,0.0000,-0.1333,0.9911,0.0000,0.0000,-0.0000,1.0000,-14.4939,-16.8117,0.0000
0.9003,0.4353,0.0000,-0.4353,0.9003,0.0000,0.0000,-0.0000,1.0000,-14.2323,-16.7766,0.0000
0.8253,0.5646,0.0000,-0.5646,0.8253,0.0000,0.0000,-0.0000,1.0000,-13.9557,-16.6428,0.0000
0.7801,0.6256,0.0000,-0.6256,0.7801,0.0000,0.0000,-0.0000,1.0000,-13.6772,-16.4523,0.0000
0.7546,0.6562,0.0000,-0.6562,0.7546,0.0000,0.0000,-0.0000,1.0000,-13.4004,-16.2303,0.0000
0.7486,0.6630,0.0000,-0.6630,0.7486,0.0000,0.0000,-0.0000,1.0000,-13.1209,-15.9873,0.0000
0.7638,0.6454,0.0000,-0.6454,0.7638,0.0000,0.0000,-0.0000,1.0000,-12.8353,-15.7343,0.0000
0.7909,0.6120,0.0000,-0.6120,0.7909,0.0000,0.0000,-0.0000,1.0000,-12.5401,-15.4849,0.0000
0.8149,0.5795,0.0000,-0.5795,0.8149,0.0000,0.0000,-0.0000,1.0000,-12.2322,-15.2466,0.0000
0.8366,0.5479,0.0000,-0.5479,0.8366,0.0000,0.0000,-0.0000,1.0000,-11.9173,-15.0227,0.0000
0.8675,0.4975,0.0000,-0.4975,0.8675,0.0000,0.0000,-0.0000,1.0000,-11.6089,-14.8207,0.0000
0.9017,0.4323,0.0000,-0.4323,0.9017,0.0000,0.0000,-0.0000,1.0000,-11.3066,-14.6473,0.0000
0.9234,0.3838,0.0000,-0.3838,0.9234,0.0000,0.0000,-0.0000,1.0000,-10.9918,-14.4964,0.0000
0.9339,0.3575,0.0000,-0.3575,0.9339,0.0000,0.0000,-0.0000,1.0000,-10.6588,-14.3581,0.0000
0.9404,0.3402,0.0000,-0.3402,0.9404,0.0000,0.0000,-0.0000,1.0000,-10.3243,-14.2300,0.0000
0.9452,0.3265,0.0000,-0.3265,0.9452,0.0000,0.0000,-0.0000,1.0000,-9.9973,-14.1117,0.0000
0.9454,0.3260,0.0000,-0.3260,0.9454,0.0000,0.0000,-0.0000,1.0000,-9.6655,-13.9971,0.0000
0.9334,0.3589,0.0000,-0.3589,0.9334,0.0000,0.0000,-0.0000,1.0000,-9.3238,-13.8792,0.0000
0.8999,0.4362,0.0000,-0.4362,0.8999,0.0000,0.0000,-0.0000,1.0000,-8.9846,-13.7488,0.0000
0.8259,0.5639,0.0000,-0.5639,0.8259,0.0000,0.0000,-0.0000,1.0000,-8.6633,-13.5931,0.0000
0.6253,0.7804,0.0000,-0.7804,0.6253,0.0000,0.0000,-0.0000,1.0000,-8.3869,-13.4044,0.0000
0.1434,0.9897,0.0000,-0.9897,0.1434,0.0000,0.0000,-0.0000,1.0000,-8.2074,-13.1804,0.0000
-0.4351,0.9004,0.0000,-0.9004,-0.4351,0.0000,0.0000,-0.0000,1.0000,-8.1716,-12.9335,0.0000
-0.7406,0.6720,0.0000,-0.6720,-0.7406,0.0000,0.0000,-0.0000,1.0000,-8.2868,-12.6951,0.0000
-0.8626,0.5059,0.0000,-0.5059,-0.8626,0.0000,0.0000,-0.0000,1.0000,-8.5114,-12.4912,0.0000
-0.9184,0.3957,0.0000,-0.3957,-0.9184,0.0000,0.0000,-0.0000,1.0000,-8.7883,-12.3289,0.0000
-0.9433,0.3318,0.0000,-0.3318,-0.9433,0.0000,0.0000,-0.0000,1.0000,-9.0924,-12.1979,0.0000
-0.9500,0.3123,0.0000,-0.3123,-0.9500,0.0000,0.0000,-0.0000,1.0000,-9.4226,-12.0817,0.0000
-0.9438,0.3305,0.0000,-0.3305,-0.9438,0.0000,0.0000,-0.0000,1.0000,-9.7701,-11.9675,0.0000
-0.9293,0.3694,0.0000,-0.3694,-0.9293,0.0000,0.0000,-0.0000,1.0000,-10.1220,-11.8442,0.0000
-0.9113,0.4118,0.0000,-0.4118,-0.9113,0.0000,0.0000,-0.0000,1.0000,-10.4743,-11.7042,0.0000
-0.8836,0.4682,0.0000,-0.4682,-0.8836,0.0000,0.0000,-0.0000,1.0000,-10.8258,-11.5453,0.0000
-0.8358,0.5491,0.0000,-0.5491,-0.8358,0.0000,0.0000,-0.0000,1.0000,-11.1685,-11.3637,0.0000
-0.7761,0.6306,0.0000,-0.6306,-0.7761,0.0000,0.0000,-0.0000,1.0000,-11.4924,-11.1510,0.0000
-0.7135,0.7007,0.0000,-0.7007,-0.7135,0.0000,0.0000,-0.0000,1.0000,-11.7933,-10.9065,0.0000
-0.6289,0.7775,0.0000,-0.7775,-0.6289,0.0000,0.0000,-0.0000,1.0000,-12.0668,-10.6378,0.0000
-0.5200,0.8542,0.0000,-0.8542,-0.5200,0.0000,0.0000,-0.0000,1.0000,-12.3031,-10.3457,0.0000
-0.4185,0.9082,0.0000,-0.9082,-0.4185,0.0000,0.0000,-0.0000,1.0000,-12.4980,-10.0256,0.0000
-0.3193,0.9476,0.0000,-0.9476,-0.3193,0.0000,0.0000,-0.0000,1.0000,-12.6559,-9.6828,0.0000
-0.1973,0.9804,0.0000,-0.9804,-0.1973,0.0000,0.0000,-0.0000,1.0000,-12.7754,-9.3284,0.0000
-0.0768,0.9970,0.0000,-0.9970,-0.0768,0.0000,0.0000,-0.0000,1.0000,-12.8486,-8.9643,0.0000
0.0174,0.9998,0.0000,-0.9998,0.0174,0.0000,0.0000,-0.0000,1.0000,-12.8776,-8.5881,0.0000
0.1053,0.9944,0.0000,-0.9944,0.1053,0.0000,0.0000,-0.0000,1.0000,-12.8709,-8.2036,0.0000
0.1944,0.9809,0.0000,-0.9809,0.1944,0.0000,0.0000,-0.0000,1.0000,-12.8301,-7.8179,0.0000
0.2641,0.9645,0.0000,-0.9645,0.2641,0.0000,0.0000,-0.0000,1.0000,-12.7543,-7.4354,0.0000
0.3114,0.9503,0.0000,-0.9503,0.3114,0.0000,0.0000,-0.0000,1.0000,-12.6515,-7.0602,0.0000
0.3553,0.9348,0.0000,-0.9348,0.3553,0.0000,0.0000,-0.0000,1.0000,-12.5336,-6.7004,0.0000
0.3998,0.9166,0.0000,-0.9166,0.3998,0.0000,0.0000,-0.0000,1.0000,-12.4035,-6.3580,0.0000
0.4323,0.9017,0.0000,-0.9017,0.4323,0.0000,0.0000,-0.0000,1.0000,-12.2567,-6.0215,0.0000
0.4534,0.8913,0.0000,-0.8913,0.4534,0.0000,0.0000,-0.0000,1.0000,-12.0938,-5.6817,0.0000
0.4746,0.8802,0.0000,-0.8802,0.4746,0.0000,0.0000,-0.0000,1.0000,-11.9208,-5.3416,0.0000
0.4978,0.8673,0.0000,-0.8673,0.4978,0.0000,0.0000,-0.0000,1.0000,-11.7398,-5.0060,0.0000
0.5171,0.8559,0.0000,-0.8559,0.5171,0.0000,0.0000,-0.0000,1.0000,-11.5488,-4.6732,0.0000
0.5352,0.8447,0.0000,-0.8447,0.5352,0.0000,0.0000,-0.0000,1.0000,-11.3481,-4.3410,0.0000
0.5626,0.8267,0.0000,-0.8267,0.5626,0.0000,0.0000,-0.0000,1.0000,-11.1405,-4.0133,0.0000
0.5971,0.8022,0.0000,-0.8022,0.5971,0.0000,0.0000,-0.0000,1.0000,-10.9238,-3.6950,0.0000
0.6265,0.7794,0.0000,-0.7794,0.6265,0.0000,0.0000,-0.0000,1.0000,-10.6935,-3.3855,0.0000
0.6554,0.7553,0.0000,-0.7553,0.6554,0.0000,0.0000,-0.0000,1.0000,-10.4509,-3.0837,0.0000
0.7006,0.7135,0.0000,-0.7135,0.7006,0.0000,0.0000,-0.0000,1.0000,-10.2015,-2.7964,0.0000
0.7556,0.6551,0.0000,-0.6551,0.7556,0.0000,0.0000,-0.0000,1.0000,-9.9419,-2.5319,0.0000
0.7971,0.6038,0.0000,-0.6038,0.7971,0.0000,0.0000,-0.0000,1.0000,-9.6616,-2.2889,0.0000
0.8289,0.5595,0.0000,-0.5595,0.8289,0.0000,0.0000,-0.0000,1.0000,-9.3626,-2.0624,0.0000
0.8695,0.4939,0.0000,-0.4939,0.8695,0.0000,0.0000,-0.0000,1.0000,-9.0586,-1.8572,0.0000
0.9126,0.4088,0.0000,-0.4088,0.9126,0.0000,0.0000,-0.0000,1.0000,-8.7518,-1.6830,0.0000
0.9398,0.3418,0.0000,-0.3418,0.9398,0.0000,0.0000,-0.0000,1.0000,-8.4282,-1.5380,0.0000
0.9552,0.2958,0.0000,-0.2958,0.9552,0.0000,0.0000,-0.0000,1.0000,-8.0842,-1.4129,0.0000
0.9698,0.2441,0.0000,-0.2441,0.9698,0.0000,0.0000,-0.0000,1.0000,-7.7339,-1.3044,0.0000
0.9829,0.1839,0.0000,-0.1839,0.9829,0.0000,0.0000,-0.0000,1.0000,-7.3850,-1.2166,0.0000
0.9905,0.1376,0.0000,-0.1376,0.9905,0.0000,0.0000,-0.0000,1.0000,-7.0281,-1.1498,0.0000
0.9942,0.1079,0.0000,-0.1079,0.9942,0.0000,0.0000,-0.0000,1.0000,-6.6570,-1.0983,0.0000
0.9968,0.0804,0.0000,-0.0804,0.9968,0.0000,0.0000,-0.0000,1.0000,-6.2789,-1.0572,0.0000
0.9987,0.0509,0.0000,-0.0509,0.9987,0.0000,0.0000,-0.0000,1.0000,-5.8998,-1.0267,0.0000
0.9996,0.0271,0.0000,-0.0271,0.9996,0.0000,0.0000,-0.0000,1.0000,-5.5172,-1.0071,0.0000
1.0000,0.0084,0.0000,-0.0084,1.0000,0.0000,0.0000,-0.0000,1.0000,-5.1290,-0.9966,0.0000
0.9999,-0.0144,0.0000,0.0144,0.9999,0.0000,0.0000,-0.0000,1.0000,-4.7386,-0.9933,0.0000
0.9991,-0.0417,0.0000,0.0417,0.9991,0.0000,0.0000,-0.0000,1.0000,-4.3488,-0.9989,0.0000
0.9978,-0.0658,0.0000,0.0658,0.9978,0.0000,0.0000,-0.0000,1.0000,-3.9584,-1.0152,0.0000
0.9958,-0.0916,0.0000,0.0916,0.9958,0.0000,0.0000,-0.0000,1.0000,-3.5682,-1.0410,0.0000
0.9908,-0.1357,0.0000,0.1357,0.9908,0.0000,0.0000,-0.0000,1.0000,-3.1849,-1.0762,0.0000
0.9812,-0.1932,0.0000,0.1932,0.9812,0.0000,0.0000,-0.0000,1.0000,-2.8116,-1.1273,0.0000
0.9704,-0.2416,0.0000,0.2416,0.9704,0.0000,0.0000,-0.0000,1.0000,-2.4421,-1.2001,0.0000
